"STATE","YEAR","EVTYPE","COUNT","FATALITIES","INJURIES","PROPERTY.VALUE","CROP.VALUE"
"indiana",1994,"FLASH FLOOD",8,0,0,0,0
"kansas",1994,"FLASH FLOOD",32,1,0,0,1020000
"kentucky",1994,"FLASH FLOOD",2,0,0,0,0
"louisiana",1994,"FLASH FLOOD",13,0,0,0,0
"maine",1994,"FLASH FLOOD",4,0,0,0,0
"massachusetts",1994,"FLASH FLOOD",1,0,0,0,0
"michigan",1994,"FLASH FLOOD",3,0,0,0,0
"minnesota",1994,"FLASH FLOOD",5,0,0,0,50000
"mississippi",1994,"FLASH FLOOD",19,0,0,0,0
"missouri",1994,"FLASH FLOOD",77,3,1,0,1240500
"montana",1994,"FLASH FLOOD",1,0,0,50000,0
"nebraska",1994,"FLASH FLOOD",9,0,0,0,0
"new hampshire",1994,"FLASH FLOOD",1,0,0,0,0
"new jersey",1994,"FLASH FLOOD",1,0,0,0,0
"new mexico",1994,"FLASH FLOOD",8,0,0,0,0
"new york",1994,"FLASH FLOOD",54,2,0,0,50000
"north carolina",1994,"FLASH FLOOD",9,0,0,0,50000
"north dakota",1994,"FLASH FLOOD",4,0,0,1100000,0
"ohio",1994,"FLASH FLOOD",115,1,7,62045000,150000
"oklahoma",1994,"FLASH FLOOD",23,5,0,0,0
"pennsylvania",1994,"FLASH FLOOD",25,0,3,0,0
"south carolina",1994,"FLASH FLOOD",13,0,0,0,0
"south dakota",1994,"FLASH FLOOD",6,0,0,6850000,50550000
"tennessee",1994,"FLASH FLOOD",34,0,0,273500,0
"texas",1994,"FLASH FLOOD",68,0,0,0,354500
"utah",1994,"FLASH FLOOD",7,0,0,0,0
"virginia",1994,"FLASH FLOOD",1,0,0,50000,0
"washington",1994,"FLASH FLOOD",1,0,0,0,0
"west virginia",1994,"FLASH FLOOD",10,0,0,0,5000
"wisconsin",1994,"FLASH FLOOD",7,0,0,0,0
"wyoming",1994,"FLASH FLOOD",2,0,0,55000,0
"alabama",1995,"FLASH FLOOD",9,1,0,0,0
"arizona",1995,"FLASH FLOOD",30,1,0,0,0
"arkansas",1995,"FLASH FLOOD",32,0,0,0,0
"california",1995,"FLASH FLOOD",23,4,1,0,1500000
"colorado",1995,"FLASH FLOOD",11,0,0,0,0
"connecticut",1995,"FLASH FLOOD",4,0,0,0,0
"florida",1995,"FLASH FLOOD",12,0,0,0,0
"georgia",1995,"FLASH FLOOD",11,0,0,0,0
"idaho",1995,"FLASH FLOOD",5,0,0,0,0
"illinois",1995,"FLASH FLOOD",68,0,5,0,180000
"indiana",1995,"FLASH FLOOD",72,1,1,0,454000
"iowa",1995,"FLASH FLOOD",14,0,2,1295000,158000
"kansas",1995,"FLASH FLOOD",42,0,0,0,1522000
"kentucky",1995,"FLASH FLOOD",113,1,0,0,50000
"louisiana",1995,"FLASH FLOOD",23,5,0,0,0
"maryland",1995,"FLASH FLOOD",7,0,0,0,20000
"massachusetts",1995,"FLASH FLOOD",6,0,0,0,0
"michigan",1995,"FLASH FLOOD",2,0,0,0,0
"minnesota",1995,"FLASH FLOOD",2,0,0,0,0
"mississippi",1995,"FLASH FLOOD",13,0,0,0,0
"missouri",1995,"FLASH FLOOD",107,1,1,0,82800
"montana",1995,"FLASH FLOOD",9,0,0,0,10000
"nebraska",1995,"FLASH FLOOD",1,0,0,22000,0
"nevada",1995,"FLASH FLOOD",7,0,1,0,0
"new hampshire",1995,"FLASH FLOOD",3,0,0,0,0
"new jersey",1995,"FLASH FLOOD",8,0,0,0,0
"new mexico",1995,"FLASH FLOOD",8,0,14,0,30000
"new york",1995,"FLASH FLOOD",38,0,3,0,0
"north carolina",1995,"FLASH FLOOD",86,0,2,0,130000
"north dakota",1995,"FLASH FLOOD",6,0,0,0,0
"ohio",1995,"FLASH FLOOD",236,5,11,0,386000
"oklahoma",1995,"FLASH FLOOD",123,0,0,0,0
"oregon",1995,"FLASH FLOOD",4,0,0,0,0
"pennsylvania",1995,"FLASH FLOOD",14,0,0,0,0
"south carolina",1995,"FLASH FLOOD",30,2,8,0,9000
"south dakota",1995,"FLASH FLOOD",7,0,0,0,0
"tennessee",1995,"FLASH FLOOD",11,0,0,0,0
"texas",1995,"FLASH FLOOD",312,24,4,0,2082000
"utah",1995,"FLASH FLOOD",11,0,0,0,0
"vermont",1995,"FLASH FLOOD",2,0,0,15000,0
"virginia",1995,"FLASH FLOOD",88,2,3,0,1594500
"west virginia",1995,"FLASH FLOOD",36,0,0,0,620000
"wisconsin",1995,"FLASH FLOOD",15,0,3,0,0
"wyoming",1995,"FLASH FLOOD",2,0,0,0,0
"alabama",1996,"FLASH FLOOD",33,1,2,0,47000
"arizona",1996,"FLASH FLOOD",45,0,2,0,0
"arkansas",1996,"FLASH FLOOD",45,0,0,0,0
"california",1996,"FLASH FLOOD",8,1,0,0,0
"colorado",1996,"FLASH FLOOD",32,3,5,0,250000
"connecticut",1996,"FLASH FLOOD",21,0,0,0,0
"delaware",1996,"FLASH FLOOD",16,0,0,0,0
"district of columbia",1996,"FLASH FLOOD",5,0,0,0,0
"florida",1996,"FLASH FLOOD",18,0,0,0,0
"georgia",1996,"FLASH FLOOD",42,0,2,0,0
"idaho",1996,"FLASH FLOOD",6,1,1,0,0
"illinois",1996,"FLASH FLOOD",94,2,0,0,16270000
"indiana",1996,"FLASH FLOOD",100,2,1,0,255000
"iowa",1996,"FLASH FLOOD",23,0,0,0,1230000
"kansas",1996,"FLASH FLOOD",75,2,3,0,605000
"kentucky",1996,"FLASH FLOOD",116,2,1,0,5700000
"louisiana",1996,"FLASH FLOOD",25,0,1,0,0
"maine",1996,"FLASH FLOOD",8,0,2,0,0
"maryland",1996,"FLASH FLOOD",92,3,1,0,75000
"massachusetts",1996,"FLASH FLOOD",37,0,0,0,0
"michigan",1996,"FLASH FLOOD",38,2,1,0,0
"minnesota",1996,"FLASH FLOOD",10,0,0,0,0
"mississippi",1996,"FLASH FLOOD",8,0,0,0,0
"missouri",1996,"FLASH FLOOD",133,7,4,0,5000
"montana",1996,"FLASH FLOOD",3,0,0,0,0
"nebraska",1996,"FLASH FLOOD",40,0,0,0,11755000
"nevada",1996,"FLASH FLOOD",8,0,1,0,0
"new hampshire",1996,"FLASH FLOOD",14,1,0,0,0
"new jersey",1996,"FLASH FLOOD",67,1,1,0,0
"new mexico",1996,"FLASH FLOOD",26,5,0,0,15000
"new york",1996,"FLASH FLOOD",177,7,3,0,540000
"north carolina",1996,"FLASH FLOOD",129,0,1,0,1200000
"north dakota",1996,"FLASH FLOOD",5,0,0,0,10000
"ohio",1996,"FLASH FLOOD",281,3,0,0,443000
"oklahoma",1996,"FLASH FLOOD",140,5,1,0,0
"oregon",1996,"FLASH FLOOD",1,0,0,0,0
"pennsylvania",1996,"FLASH FLOOD",385,23,3,0,0
"rhode island",1996,"FLASH FLOOD",2,0,0,0,0
"south carolina",1996,"FLASH FLOOD",25,1,0,0,0
"south dakota",1996,"FLASH FLOOD",5,0,0,0,10000
"tennessee",1996,"FLASH FLOOD",112,0,0,0,10000
"texas",1996,"FLASH FLOOD",332,6,4,0,320000
"utah",1996,"FLASH FLOOD",10,1,2,0,0
"vermont",1996,"FLASH FLOOD",17,0,0,1550000,0
"virginia",1996,"FLASH FLOOD",185,5,0,0,12015000
"washington",1996,"FLASH FLOOD",3,0,0,0,0
"west virginia",1996,"FLASH FLOOD",188,7,0,0,545000
"wisconsin",1996,"FLASH FLOOD",31,0,2,0,12100000
"wyoming",1996,"FLASH FLOOD",5,0,0,0,0
"alabama",1997,"FLASH FLOOD",24,0,0,308500,14000
"arizona",1997,"FLASH FLOOD",60,20,125,0,0
"arkansas",1997,"FLASH FLOOD",53,1,0,0,0
"california",1997,"FLASH FLOOD",126,6,10,0,0
"colorado",1997,"FLASH FLOOD",73,6,40,0,50000
"connecticut",1997,"FLASH FLOOD",3,0,0,0,0
"district of columbia",1997,"FLASH FLOOD",1,0,0,0,0
"florida",1997,"FLASH FLOOD",5,0,0,0,0
"georgia",1997,"FLASH FLOOD",19,0,0,0,0
"idaho",1997,"FLASH FLOOD",22,0,0,0,0
"illinois",1997,"FLASH FLOOD",20,0,2,0,0
"indiana",1997,"FLASH FLOOD",23,1,0,0,0
"iowa",1997,"FLASH FLOOD",12,1,0,0,345000
"kansas",1997,"FLASH FLOOD",38,0,0,0,50000
"kentucky",1997,"FLASH FLOOD",239,7,2,0,5810000
"louisiana",1997,"FLASH FLOOD",46,1,0,0,0
"maine",1997,"FLASH FLOOD",1,0,0,350000,0
"maryland",1997,"FLASH FLOOD",2,0,0,25000,0
"massachusetts",1997,"FLASH FLOOD",2,0,0,14000,0
"michigan",1997,"FLASH FLOOD",37,0,6,0,5e+06
"minnesota",1997,"FLASH FLOOD",50,0,1,0,30000
"mississippi",1997,"FLASH FLOOD",43,0,0,0,0
"missouri",1997,"FLASH FLOOD",111,4,3,0,0
"montana",1997,"FLASH FLOOD",15,0,0,0,250000
"nebraska",1997,"FLASH FLOOD",19,0,0,0,5e+05
"nevada",1997,"FLASH FLOOD",25,1,6,0,15000
"new jersey",1997,"FLASH FLOOD",4,0,0,0,0
"new mexico",1997,"FLASH FLOOD",31,2,1,0,0
"new york",1997,"FLASH FLOOD",19,0,0,0,0
"north carolina",1997,"FLASH FLOOD",62,3,4,0,2e+06
"north dakota",1997,"FLASH FLOOD",15,0,0,0,250000
"ohio",1997,"FLASH FLOOD",90,4,0,0,5000
"oklahoma",1997,"FLASH FLOOD",122,0,2,0,0
"oregon",1997,"FLASH FLOOD",8,0,0,0,0
"pennsylvania",1997,"FLASH FLOOD",68,3,0,0,0
"rhode island",1997,"FLASH FLOOD",2,0,0,0,0
"south carolina",1997,"FLASH FLOOD",12,0,1,0,0
"south dakota",1997,"FLASH FLOOD",18,0,0,0,0
"tennessee",1997,"FLASH FLOOD",138,1,0,0,0
"texas",1997,"FLASH FLOOD",744,11,16,0,378000
"utah",1997,"FLASH FLOOD",19,1,12,0,20000
"vermont",1997,"FLASH FLOOD",7,0,0,12500000,0
"virginia",1997,"FLASH FLOOD",32,0,0,0,0
"west virginia",1997,"FLASH FLOOD",85,2,2,0,30000
"wisconsin",1997,"FLASH FLOOD",12,0,0,0,1228000
"wyoming",1997,"FLASH FLOOD",11,0,0,0,30000
"alabama",1998,"FLASH FLOOD",77,7,2,111693000,15370000
"arizona",1998,"FLASH FLOOD",42,4,0,0,0
"arkansas",1998,"FLASH FLOOD",56,2,0,0,0
"california",1998,"FLASH FLOOD",63,0,1,0,159000
"colorado",1998,"FLASH FLOOD",42,0,0,0,1e+05
"connecticut",1998,"FLASH FLOOD",4,0,0,0,0
"delaware",1998,"FLASH FLOOD",1,0,0,0,0
"district of columbia",1998,"FLASH FLOOD",2,0,0,0,0
"florida",1998,"FLASH FLOOD",6,0,0,0,0
"georgia",1998,"FLASH FLOOD",15,0,0,0,18000
"idaho",1998,"FLASH FLOOD",10,0,0,0,0
"illinois",1998,"FLASH FLOOD",55,0,0,0,5e+05
"indiana",1998,"FLASH FLOOD",58,0,0,0,0
"iowa",1998,"FLASH FLOOD",42,0,0,0,437000
"kansas",1998,"FLASH FLOOD",65,2,5,0,355000
"kentucky",1998,"FLASH FLOOD",159,1,2,0,10005000
"louisiana",1998,"FLASH FLOOD",22,0,0,0,0
"maine",1998,"FLASH FLOOD",3,0,0,1575000,0
"maryland",1998,"FLASH FLOOD",12,0,0,0,0
"massachusetts",1998,"FLASH FLOOD",2,0,0,1e+05,0
"michigan",1998,"FLASH FLOOD",8,0,0,0,0
"minnesota",1998,"FLASH FLOOD",29,2,0,0,283000
"mississippi",1998,"FLASH FLOOD",45,0,0,0,0
"missouri",1998,"FLASH FLOOD",174,12,0,0,0
"montana",1998,"FLASH FLOOD",25,0,0,0,335000
"nebraska",1998,"FLASH FLOOD",26,0,1,0,2e+05
"nevada",1998,"FLASH FLOOD",29,1,1,0,0
"new jersey",1998,"FLASH FLOOD",8,0,0,0,0
"new mexico",1998,"FLASH FLOOD",16,0,1,0,0
"new york",1998,"FLASH FLOOD",122,1,0,0,1e+05
"north carolina",1998,"FLASH FLOOD",99,0,11,0,0
"north dakota",1998,"FLASH FLOOD",7,0,0,0,0
"ohio",1998,"FLASH FLOOD",77,7,0,0,1.5e+07
"oklahoma",1998,"FLASH FLOOD",78,1,1,0,0
"oregon",1998,"FLASH FLOOD",10,0,0,0,0
"pennsylvania",1998,"FLASH FLOOD",102,0,0,0,0
"rhode island",1998,"FLASH FLOOD",1,0,0,4e+05,0
"south carolina",1998,"FLASH FLOOD",23,1,3,0,0
"south dakota",1998,"FLASH FLOOD",6,0,2,0,0
"tennessee",1998,"FLASH FLOOD",113,2,21,0,0
"texas",1998,"FLASH FLOOD",546,17,247,0,1328000
"utah",1998,"FLASH FLOOD",17,3,0,1379000,538700
"vermont",1998,"FLASH FLOOD",27,0,0,20190000,7e+05
"virginia",1998,"FLASH FLOOD",93,0,0,0,0
"washington",1998,"FLASH FLOOD",2,0,0,0,0
"west virginia",1998,"FLASH FLOOD",96,2,1,0,0
"wisconsin",1998,"FLASH FLOOD",24,2,5,0,360000
"wyoming",1998,"FLASH FLOOD",12,0,0,0,0
"alabama",1999,"FLASH FLOOD",54,1,1,4643000,0
"arizona",1999,"FLASH FLOOD",38,0,5,0,0
"arkansas",1999,"FLASH FLOOD",80,0,0,0,0
"california",1999,"FLASH FLOOD",41,2,8,0,0
"colorado",1999,"FLASH FLOOD",50,0,2,0,10000
"connecticut",1999,"FLASH FLOOD",1,0,0,500,0
"delaware",1999,"FLASH FLOOD",6,2,2,0,0
"district of columbia",1999,"FLASH FLOOD",2,0,0,0,0
"florida",1999,"FLASH FLOOD",15,0,0,0,2.9e+08
"georgia",1999,"FLASH FLOOD",5,0,0,0,0
"idaho",1999,"FLASH FLOOD",2,0,0,0,0
"illinois",1999,"FLASH FLOOD",42,0,0,0,0
"indiana",1999,"FLASH FLOOD",31,0,1,0,0
"iowa",1999,"FLASH FLOOD",61,1,2,0,2805000
"kansas",1999,"FLASH FLOOD",74,0,0,0,310000
"kentucky",1999,"FLASH FLOOD",58,0,2,0,0
"louisiana",1999,"FLASH FLOOD",55,0,0,0,0
"maine",1999,"FLASH FLOOD",1,0,0,0,0
"maryland",1999,"FLASH FLOOD",27,0,21,0,0
"massachusetts",1999,"FLASH FLOOD",2,0,0,0,0
"michigan",1999,"FLASH FLOOD",13,0,0,0,0
"minnesota",1999,"FLASH FLOOD",12,0,0,0,155000
"mississippi",1999,"FLASH FLOOD",28,1,0,0,0
"missouri",1999,"FLASH FLOOD",87,3,0,0,0
"montana",1999,"FLASH FLOOD",13,0,0,0,0
"nebraska",1999,"FLASH FLOOD",57,1,2,0,2500000
"nevada",1999,"FLASH FLOOD",11,1,0,0,0
"new jersey",1999,"FLASH FLOOD",22,3,187,0,0
"new mexico",1999,"FLASH FLOOD",43,0,0,0,150000
"new york",1999,"FLASH FLOOD",54,1,0,0,5e+05
"north carolina",1999,"FLASH FLOOD",170,22,0,0,3e+06
"north dakota",1999,"FLASH FLOOD",6,0,0,0,0
"ohio",1999,"FLASH FLOOD",6,0,0,0,0
"oklahoma",1999,"FLASH FLOOD",136,2,0,0,0
"oregon",1999,"FLASH FLOOD",4,0,0,0,0
"pennsylvania",1999,"FLASH FLOOD",83,6,39,0,0
"rhode island",1999,"FLASH FLOOD",2,0,0,0,0
"south carolina",1999,"FLASH FLOOD",9,0,0,0,0
"south dakota",1999,"FLASH FLOOD",13,0,0,0,0
"tennessee",1999,"FLASH FLOOD",34,0,0,0,0
"texas",1999,"FLASH FLOOD",325,2,6,0,4140000
"utah",1999,"FLASH FLOOD",9,0,0,0,7000
"virginia",1999,"FLASH FLOOD",97,0,1,0,0
"west virginia",1999,"FLASH FLOOD",18,1,0,0,0
"wisconsin",1999,"FLASH FLOOD",24,0,1,0,1222500
"wyoming",1999,"FLASH FLOOD",1,0,0,0,0
"alabama",2000,"FLASH FLOOD",27,0,0,0,0
"arizona",2000,"FLASH FLOOD",33,1,0,0,3e+06
"arkansas",2000,"FLASH FLOOD",53,0,0,0,0
"california",2000,"FLASH FLOOD",38,1,3,0,0
"colorado",2000,"FLASH FLOOD",21,1,0,0,2e+05
"connecticut",2000,"FLASH FLOOD",5,0,0,0,0
"delaware",2000,"FLASH FLOOD",3,0,0,0,0
"florida",2000,"FLASH FLOOD",4,0,0,0,0
"georgia",2000,"FLASH FLOOD",8,0,0,0,0
"illinois",2000,"FLASH FLOOD",70,3,1,0,0
"indiana",2000,"FLASH FLOOD",41,1,0,0,0
"iowa",2000,"FLASH FLOOD",60,0,1,0,3792000
"kansas",2000,"FLASH FLOOD",62,0,0,0,250000
"kentucky",2000,"FLASH FLOOD",125,1,1,0,0
"louisiana",2000,"FLASH FLOOD",19,0,0,0,0
"maryland",2000,"FLASH FLOOD",35,0,0,0,0
"massachusetts",2000,"FLASH FLOOD",10,0,0,0,0
"michigan",2000,"FLASH FLOOD",22,0,0,0,0
"minnesota",2000,"FLASH FLOOD",26,1,0,0,295000
"mississippi",2000,"FLASH FLOOD",24,0,0,0,0
"missouri",2000,"FLASH FLOOD",95,2,0,0,0
"montana",2000,"FLASH FLOOD",9,0,0,0,0
"nebraska",2000,"FLASH FLOOD",33,0,0,0,9500000
"nevada",2000,"FLASH FLOOD",6,0,0,0,0
"new jersey",2000,"FLASH FLOOD",27,0,0,0,0
"new mexico",2000,"FLASH FLOOD",29,0,0,0,0
"new york",2000,"FLASH FLOOD",136,1,0,0,20000
"north carolina",2000,"FLASH FLOOD",72,0,0,0,0
"north dakota",2000,"FLASH FLOOD",44,2,0,0,1.2e+07
"ohio",2000,"FLASH FLOOD",35,0,0,0,0
"oklahoma",2000,"FLASH FLOOD",111,1,2,0,0
"oregon",2000,"FLASH FLOOD",1,0,0,10000,0
"pennsylvania",2000,"FLASH FLOOD",62,0,1,0,0
"south carolina",2000,"FLASH FLOOD",26,0,1,0,0
"south dakota",2000,"FLASH FLOOD",3,0,0,0,0
"tennessee",2000,"FLASH FLOOD",61,0,0,0,0
"texas",2000,"FLASH FLOOD",412,7,11,0,990000
"utah",2000,"FLASH FLOOD",5,0,0,0,7000
"vermont",2000,"FLASH FLOOD",12,0,0,1769000,0
"virginia",2000,"FLASH FLOOD",145,1,6,0,0
"washington",2000,"FLASH FLOOD",1,0,0,20000,0
"west virginia",2000,"FLASH FLOOD",76,3,0,0,0
"wisconsin",2000,"FLASH FLOOD",59,1,5,0,38628000
"alabama",2001,"FLASH FLOOD",58,0,4,0,0
"arizona",2001,"FLASH FLOOD",28,6,0,0,0
"arkansas",2001,"FLASH FLOOD",155,0,0,0,1e+05
"california",2001,"FLASH FLOOD",27,0,1,0,0
"colorado",2001,"FLASH FLOOD",37,0,0,0,0
"connecticut",2001,"FLASH FLOOD",6,0,0,0,0
"delaware",2001,"FLASH FLOOD",4,0,0,0,0
"district of columbia",2001,"FLASH FLOOD",3,0,2,0,0
"florida",2001,"FLASH FLOOD",12,0,0,0,0
"georgia",2001,"FLASH FLOOD",16,1,0,0,50000
"idaho",2001,"FLASH FLOOD",8,0,0,0,0
"illinois",2001,"FLASH FLOOD",75,0,0,0,0
"indiana",2001,"FLASH FLOOD",24,0,0,0,0
"iowa",2001,"FLASH FLOOD",34,0,1,0,205000
"kansas",2001,"FLASH FLOOD",103,1,0,0,1e+05
"kentucky",2001,"FLASH FLOOD",106,2,3,0,5e+05
"louisiana",2001,"FLASH FLOOD",100,0,0,0,0
"maine",2001,"FLASH FLOOD",2,0,0,0,0
"maryland",2001,"FLASH FLOOD",22,0,0,0,0
"massachusetts",2001,"FLASH FLOOD",1,0,0,0,0
"michigan",2001,"FLASH FLOOD",37,0,0,0,1860000
"minnesota",2001,"FLASH FLOOD",57,0,0,0,6500
"mississippi",2001,"FLASH FLOOD",173,0,0,0,0
"missouri",2001,"FLASH FLOOD",124,3,6,0,0
"montana",2001,"FLASH FLOOD",61,0,0,0,15000
"nebraska",2001,"FLASH FLOOD",18,0,0,0,1e+05
"nevada",2001,"FLASH FLOOD",7,0,0,0,0
"new jersey",2001,"FLASH FLOOD",16,0,0,0,0
"new mexico",2001,"FLASH FLOOD",12,0,0,0,0
"new york",2001,"FLASH FLOOD",29,0,0,0,0
"north carolina",2001,"FLASH FLOOD",62,0,2,0,7500000
"north dakota",2001,"FLASH FLOOD",28,0,0,0,0
"ohio",2001,"FLASH FLOOD",27,3,0,0,0
"oklahoma",2001,"FLASH FLOOD",63,0,3,0,0
"oregon",2001,"FLASH FLOOD",4,0,0,0,0
"pennsylvania",2001,"FLASH FLOOD",43,0,0,0,0
"rhode island",2001,"FLASH FLOOD",2,0,0,0,0
"south carolina",2001,"FLASH FLOOD",16,1,0,0,0
"south dakota",2001,"FLASH FLOOD",13,0,0,0,0
"tennessee",2001,"FLASH FLOOD",61,0,6,0,0
"texas",2001,"FLASH FLOOD",411,9,233,0,870000
"utah",2001,"FLASH FLOOD",22,1,0,0,36000
"virginia",2001,"FLASH FLOOD",135,1,0,0,0
"washington",2001,"FLASH FLOOD",1,1,0,1500000,0
"west virginia",2001,"FLASH FLOOD",79,3,2,0,0
"wisconsin",2001,"FLASH FLOOD",6,0,0,702500,0
"wyoming",2001,"FLASH FLOOD",17,0,0,0,0
"alabama",2002,"FLASH FLOOD",35,0,0,0,0
"arizona",2002,"FLASH FLOOD",29,0,0,0,0
"arkansas",2002,"FLASH FLOOD",120,2,1,0,0
"california",2002,"FLASH FLOOD",12,0,0,0,0
"colorado",2002,"FLASH FLOOD",65,0,3,0,0
"connecticut",2002,"FLASH FLOOD",1,0,0,0,0
"delaware",2002,"FLASH FLOOD",8,0,0,0,0
"florida",2002,"FLASH FLOOD",40,0,0,0,0
"georgia",2002,"FLASH FLOOD",17,0,0,0,2150000
"idaho",2002,"FLASH FLOOD",9,0,0,0,0
"illinois",2002,"FLASH FLOOD",231,1,2,0,0
"indiana",2002,"FLASH FLOOD",156,0,0,0,0
"iowa",2002,"FLASH FLOOD",74,0,0,0,540000
"kansas",2002,"FLASH FLOOD",115,0,0,0,5e+05
"kentucky",2002,"FLASH FLOOD",180,0,1,0,0
"louisiana",2002,"FLASH FLOOD",57,0,0,0,0
"maryland",2002,"FLASH FLOOD",9,0,0,0,0
"massachusetts",2002,"FLASH FLOOD",1,0,0,2000,0
"michigan",2002,"FLASH FLOOD",8,0,0,0,0
"minnesota",2002,"FLASH FLOOD",110,0,0,0,2510000
"mississippi",2002,"FLASH FLOOD",103,3,0,0,0
"missouri",2002,"FLASH FLOOD",228,3,7,0,0
"montana",2002,"FLASH FLOOD",18,0,0,0,75000
"nebraska",2002,"FLASH FLOOD",26,1,0,0,56000
"nevada",2002,"FLASH FLOOD",7,1,1,0,0
"new jersey",2002,"FLASH FLOOD",12,0,0,0,0
"new mexico",2002,"FLASH FLOOD",36,0,0,0,0
"new york",2002,"FLASH FLOOD",33,0,0,0,0
"north carolina",2002,"FLASH FLOOD",60,1,0,0,0
"north dakota",2002,"FLASH FLOOD",42,0,0,0,0
"ohio",2002,"FLASH FLOOD",44,0,0,0,0
"oklahoma",2002,"FLASH FLOOD",59,0,0,0,0
"oregon",2002,"FLASH FLOOD",8,0,0,0,0
"pennsylvania",2002,"FLASH FLOOD",26,0,1,0,0
"south carolina",2002,"FLASH FLOOD",9,0,0,0,0
"south dakota",2002,"FLASH FLOOD",17,0,0,0,0
"tennessee",2002,"FLASH FLOOD",185,3,13,0,50000
"texas",2002,"FLASH FLOOD",628,12,41,0,2905000
"utah",2002,"FLASH FLOOD",18,0,1,0,110000
"vermont",2002,"FLASH FLOOD",2,0,0,28000,0
"virginia",2002,"FLASH FLOOD",62,3,0,0,0
"west virginia",2002,"FLASH FLOOD",33,2,0,0,0
"wisconsin",2002,"FLASH FLOOD",36,0,0,0,574000
"wyoming",2002,"FLASH FLOOD",3,0,0,0,0
"alabama",2003,"FLASH FLOOD",161,1,1,0,1e+05
"arizona",2003,"FLASH FLOOD",67,3,4,0,0
"arkansas",2003,"FLASH FLOOD",116,0,3,0,115000
"california",2003,"FLASH FLOOD",67,5,25,0,0
"colorado",2003,"FLASH FLOOD",55,0,0,0,3000
"connecticut",2003,"FLASH FLOOD",8,0,0,0,0
"delaware",2003,"FLASH FLOOD",7,0,1,0,0
"district of columbia",2003,"FLASH FLOOD",3,0,0,0,0
"florida",2003,"FLASH FLOOD",46,1,0,0,0
"georgia",2003,"FLASH FLOOD",224,2,6,0,1000
"idaho",2003,"FLASH FLOOD",18,0,0,0,0
"illinois",2003,"FLASH FLOOD",93,1,0,0,20000
"indiana",2003,"FLASH FLOOD",149,2,0,0,0
"iowa",2003,"FLASH FLOOD",21,0,0,0,10000
"kansas",2003,"FLASH FLOOD",63,7,2,0,4950000
"kentucky",2003,"FLASH FLOOD",199,4,0,0,0
"louisiana",2003,"FLASH FLOOD",56,1,0,0,0
"maine",2003,"FLASH FLOOD",5,0,0,0,0
"maryland",2003,"FLASH FLOOD",78,4,1,0,0
"massachusetts",2003,"FLASH FLOOD",21,0,0,0,0
"michigan",2003,"FLASH FLOOD",12,0,0,0,0
"minnesota",2003,"FLASH FLOOD",27,0,0,0,0
"mississippi",2003,"FLASH FLOOD",154,1,0,0,0
"missouri",2003,"FLASH FLOOD",121,1,0,0,70000
"montana",2003,"FLASH FLOOD",5,0,0,0,0
"nebraska",2003,"FLASH FLOOD",30,0,0,0,7055000
"nevada",2003,"FLASH FLOOD",23,0,0,0,0
"new hampshire",2003,"FLASH FLOOD",4,0,1,0,0
"new jersey",2003,"FLASH FLOOD",34,0,1,0,0
"new mexico",2003,"FLASH FLOOD",11,0,0,0,0
"new york",2003,"FLASH FLOOD",108,5,0,0,0
"north carolina",2003,"FLASH FLOOD",243,7,1,0,750000
"north dakota",2003,"FLASH FLOOD",6,0,0,0,0
"ohio",2003,"FLASH FLOOD",199,4,0,0,2650000
"oklahoma",2003,"FLASH FLOOD",44,0,0,0,40000
"oregon",2003,"FLASH FLOOD",6,0,0,0,0
"pennsylvania",2003,"FLASH FLOOD",283,1,1,0,20000
"rhode island",2003,"FLASH FLOOD",1,0,0,10000,0
"south carolina",2003,"FLASH FLOOD",66,0,0,0,0
"south dakota",2003,"FLASH FLOOD",15,0,0,0,0
"tennessee",2003,"FLASH FLOOD",188,4,1,0,0
"texas",2003,"FLASH FLOOD",380,2,1,0,1015000
"utah",2003,"FLASH FLOOD",31,0,0,0,55000
"vermont",2003,"FLASH FLOOD",13,0,0,0,0
"virginia",2003,"FLASH FLOOD",199,2,1,0,50000
"west virginia",2003,"FLASH FLOOD",172,1,4,0,0
"wisconsin",2003,"FLASH FLOOD",13,0,0,0,5500
"wyoming",2003,"FLASH FLOOD",5,0,0,0,0
"alabama",2004,"FLASH FLOOD",174,1,0,0,0
"arizona",2004,"FLASH FLOOD",60,2,2,0,0
"arkansas",2004,"FLASH FLOOD",155,2,0,0,0
"california",2004,"FLASH FLOOD",123,4,2,0,0
"colorado",2004,"FLASH FLOOD",65,0,3,0,0
"connecticut",2004,"FLASH FLOOD",8,0,0,0,0
"delaware",2004,"FLASH FLOOD",18,0,1,0,0
"district of columbia",2004,"FLASH FLOOD",4,0,0,0,0
"florida",2004,"FLASH FLOOD",24,1,0,0,0
"georgia",2004,"FLASH FLOOD",70,1,2,0,0
"idaho",2004,"FLASH FLOOD",22,0,0,0,0
"illinois",2004,"FLASH FLOOD",193,0,0,0,29000
"indiana",2004,"FLASH FLOOD",108,0,0,0,0
"iowa",2004,"FLASH FLOOD",128,1,1,0,2570500
"kansas",2004,"FLASH FLOOD",134,0,0,0,950000
"kentucky",2004,"FLASH FLOOD",179,4,1,0,0
"louisiana",2004,"FLASH FLOOD",59,0,0,0,0
"maine",2004,"FLASH FLOOD",3,0,0,0,0
